train_loss,valid_loss,train_accuracy,valid_accuracy,train_precision,valid_precision,train_recall,valid_recall,train_f1,valid_f1,epoch
1.262358554983139,1.307858550453186,0.559575,0.5502,0.570041177406988,0.5622545510821807,0.558975,0.5473,0.5607617512999264,0.5506126095323791,1
1.0278016079425811,1.0750329672813415,0.64345,0.628,0.6439509460760874,0.63258367187835,0.64145,0.629,0.6413810012533336,0.629729793749633,2
0.9148278661727905,0.9783750594139099,0.6833,0.661,0.6843773383954838,0.6669921180992713,0.680725,0.6612,0.6802261232841293,0.6615406099322582,3
0.8762010659217835,0.9394836044311523,0.70175,0.6844,0.7070865562669948,0.6866996058725309,0.7039,0.6817,0.7036881570756501,0.6822896462716346,4
0.7842529767990112,0.8516708322525024,0.7275,0.7029,0.7273775437973649,0.7052149355056686,0.7274,0.7051,0.7265226843804315,0.7043364787092089,5
0.754405786561966,0.8290106209754944,0.74205,0.7087,0.7440021759007923,0.7227224701369771,0.740525,0.7163,0.7403892532488134,0.7170825255633242,6
0.702792994594574,0.7863466471672058,0.758075,0.7267,0.7560115123780925,0.7284457092288434,0.755225,0.7269,0.75454484650305,0.7265459003417281,7
0.6677166445493699,0.7579909846305847,0.769475,0.737,0.770267726468783,0.7414207733484104,0.769875,0.7397,0.7693437952284117,0.7398210292973989,8
0.6460127652049065,0.7421703145980835,0.777675,0.7412,0.777498762166197,0.740573687525059,0.7763,0.7384,0.7754973522874034,0.7380895542236728,9
0.6258615681886673,0.7161791027545928,0.78345,0.7504,0.7847923045514558,0.750555208455895,0.783575,0.7488,0.7832447003315739,0.7486647949244392,10
0.5977701367497444,0.7046956987857819,0.790775,0.7525,0.7925754008969416,0.7537099354893788,0.792925,0.7535,0.7918954318809662,0.752970354994634,11
0.589654671394825,0.6996131587982177,0.796125,0.7556,0.7966875672549506,0.7522493018372931,0.798575,0.7545,0.7969888166146955,0.7529072388885879,12
0.5608464305520058,0.6700678783416748,0.807525,0.7711,0.808425326108317,0.7682355296585691,0.80845,0.7666,0.808171005748933,0.7670513459440682,13
0.5435868726015091,0.6587553118467331,0.81285,0.7656,0.8105979419166314,0.7695154999748953,0.8093,0.7662,0.8092707574946174,0.7670911074266731,14
0.5220716223239898,0.6501609143257141,0.819825,0.7776,0.8190300826883596,0.7757517394125231,0.819875,0.7749,0.819337365475867,0.7750785997283132,15
0.5120480900526047,0.6510967044830323,0.8207,0.7752,0.8242895354300652,0.7761912883062243,0.8223,0.7733,0.8217483710650205,0.7730497942166311,16
0.4966415367007255,0.642503098154068,0.825125,0.7783,0.8279255233656808,0.7775359464316358,0.827375,0.7757,0.8269465353669895,0.7757960328798152,17
0.4919305069208145,0.6453465498447418,0.831475,0.7761,0.8363493269495644,0.7847182945563518,0.828825,0.775,0.8298862121192635,0.7769963120268667,18
0.48412917984724047,0.6420670443058014,0.8329,0.7765,0.8330446694934684,0.7789401081080497,0.832825,0.7768,0.8323924662244488,0.7769570221321789,19
0.45566993242502213,0.6190200763702393,0.84135,0.783,0.8436248808280572,0.7949771640309024,0.841,0.7897,0.8414019254819551,0.7910901126336849,20
0.439838179731369,0.6166160496473312,0.85095,0.788,0.8490055402839533,0.7927129447043868,0.848975,0.792,0.8487333096553547,0.7920675619226547,21
0.43046128538846967,0.6002906280994416,0.852575,0.7934,0.854371680549735,0.7885715755780536,0.85395,0.7865,0.8537207068110929,0.7868131705784795,22
0.4230898083329201,0.6146839007377625,0.8548,0.789,0.8546710203559548,0.7881482174669643,0.85445,0.7866,0.8542907848033646,0.787016518559261,23
0.4096542837262154,0.6063372160434722,0.858925,0.7906,0.8596701797507746,0.7946627812647623,0.8598,0.7938,0.8595253390088555,0.7940863231568375,24
0.394016766166687,0.5938026882171631,0.864175,0.7891,0.8635971778010327,0.7966768801167614,0.864225,0.7968,0.8637137432053629,0.7966803928638857,25
0.3836604463517666,0.5868213552951813,0.867675,0.7949,0.8667273056257232,0.7990812501631546,0.866475,0.7976,0.8659854975634864,0.7975628594667626,26
0.38348213866353037,0.5987919560432434,0.8707,0.7971,0.8729400018291604,0.798681931077995,0.87165,0.7956,0.8718597404570433,0.7965099735314981,27
0.3708895979464054,0.5923269434452056,0.875925,0.7987,0.8766661927987894,0.7997623416763799,0.876975,0.7997,0.8763615515662226,0.7991987615370222,28
0.36454881743192674,0.5973926439523697,0.87425,0.7979,0.8780933500360095,0.8002180533395592,0.87675,0.7959,0.8769599269438433,0.7971129533427788,29
0.36659278115034105,0.5939792745113373,0.875875,0.795,0.8751461124643143,0.7984287342024349,0.875375,0.798,0.8747745474166735,0.797576980103344,30
0.34053552762269973,0.591024267578125,0.882375,0.7972,0.8815762770713896,0.8007659180826545,0.881875,0.8,0.8812963194253709,0.7997361816458846,31
0.3330439082980156,0.5838471965312958,0.887125,0.798,0.8877645333583567,0.8045960251918324,0.8874,0.8026,0.8873321425821954,0.8031019038901923,32
0.3267930269628763,0.5934052837133408,0.88665,0.798,0.8885315742611674,0.7995951084568066,0.888425,0.7984,0.888150265405185,0.7984999691954218,33
0.31481156204938887,0.576807466840744,0.890325,0.7977,0.8915257599566405,0.8022319245892489,0.891225,0.8014,0.8909249345051494,0.8012601373024065,34
0.30738660125136374,0.5734811384677887,0.8975,0.8019,0.8984905216665374,0.8088023959772035,0.89795,0.8061,0.8980643171775659,0.8069507822071215,35
0.2985850105583668,0.5699425924777984,0.899975,0.805,0.9002479413046481,0.80763695984361,0.899075,0.8039,0.8993830281788673,0.8053362951637255,36
0.3044413899600506,0.5902665328979492,0.897925,0.7979,0.8975984192631017,0.8045170788062183,0.89585,0.8006,0.8958887368143663,0.8017717371723738,37
