train_loss,valid_loss,train_accuracy,valid_accuracy,epoch
1.8473033590698242,2.292756983566284,"tensor(0.1042, device='cuda:0', dtype=torch.float64)",0.1348,1
1.8386146060180664,2.2812566753387453,"tensor(0.1146, device='cuda:0', dtype=torch.float64)",0.1659,2
1.8286676193237306,2.265087971496582,"tensor(0.1282, device='cuda:0', dtype=torch.float64)",0.1888,3
1.814089728088379,2.240855026245117,"tensor(0.1449, device='cuda:0', dtype=torch.float64)",0.206,4
1.792812853088379,2.204297276306152,"tensor(0.1593, device='cuda:0', dtype=torch.float64)",0.2167,5
1.7672586978149414,2.154534569168091,"tensor(0.1716, device='cuda:0', dtype=torch.float64)",0.2338,6
1.7331523687744141,2.095718083572388,"tensor(0.1850, device='cuda:0', dtype=torch.float64)",0.2479,7
1.6986576725769043,2.0353774974823,"tensor(0.1943, device='cuda:0', dtype=torch.float64)",0.2675,8
1.665769965209961,1.9848080360412597,"tensor(0.2017, device='cuda:0', dtype=torch.float64)",0.2835,9
1.6290439102172851,1.935719284439087,"tensor(0.2135, device='cuda:0', dtype=torch.float64)",0.2979,10
1.6039946771240234,1.897627089881897,"tensor(0.2220, device='cuda:0', dtype=torch.float64)",0.3092,11
1.5788963639831544,1.864717324256897,"tensor(0.2306, device='cuda:0', dtype=torch.float64)",0.3132,12
1.5573902253723144,1.839306544303894,"tensor(0.2368, device='cuda:0', dtype=torch.float64)",0.3213,13
1.540131399230957,1.8213575330734253,"tensor(0.2456, device='cuda:0', dtype=torch.float64)",0.3191,14
1.5256161360168456,1.794953575515747,"tensor(0.2495, device='cuda:0', dtype=torch.float64)",0.3274,15
1.5105692149353027,1.779248844909668,"tensor(0.2552, device='cuda:0', dtype=torch.float64)",0.3324,16
1.4993656820678711,1.7650329658508301,"tensor(0.2664, device='cuda:0', dtype=torch.float64)",0.3396,17
1.4878367063903808,1.7468629508972169,"tensor(0.2666, device='cuda:0', dtype=torch.float64)",0.3428,18
1.4804561199951172,1.7411799068450928,"tensor(0.2711, device='cuda:0', dtype=torch.float64)",0.3469,19
1.4712981121826172,1.730387145614624,"tensor(0.2754, device='cuda:0', dtype=torch.float64)",0.3532,20
1.4626624655151368,1.7150920181274414,"tensor(0.2786, device='cuda:0', dtype=torch.float64)",0.358,21
1.4528235661315918,1.7032227209091186,"tensor(0.2879, device='cuda:0', dtype=torch.float64)",0.3572,22
1.4423034788513183,1.6952632976531983,"tensor(0.2932, device='cuda:0', dtype=torch.float64)",0.3615,23
1.4336368881225585,1.680082022666931,"tensor(0.2982, device='cuda:0', dtype=torch.float64)",0.3707,24
1.4233474392700196,1.6703739126205444,"tensor(0.3019, device='cuda:0', dtype=torch.float64)",0.3764,25
1.4187952976989746,1.6580001676559448,"tensor(0.3080, device='cuda:0', dtype=torch.float64)",0.375,26
1.4153260203552247,1.6514045183181763,"tensor(0.3054, device='cuda:0', dtype=torch.float64)",0.3779,27
1.4063168630981446,1.6412749963760376,"tensor(0.3145, device='cuda:0', dtype=torch.float64)",0.3865,28
1.4027146025085448,1.638975889968872,"tensor(0.3180, device='cuda:0', dtype=torch.float64)",0.3894,29
1.3929331718444824,1.6253574962615966,"tensor(0.3238, device='cuda:0', dtype=torch.float64)",0.3976,30
1.3870263459777832,1.6147909423828124,"tensor(0.3275, device='cuda:0', dtype=torch.float64)",0.4032,31
1.3816842681884767,1.607169878387451,"tensor(0.3270, device='cuda:0', dtype=torch.float64)",0.4069,32
1.3772740185546875,1.5978204816818238,"tensor(0.3311, device='cuda:0', dtype=torch.float64)",0.4054,33
1.370673332824707,1.59375122756958,"tensor(0.3376, device='cuda:0', dtype=torch.float64)",0.4096,34
