train_loss,valid_loss,train_accuracy,valid_accuracy,epoch
1.7719784225463868,2.0091857635498047,"tensor(0.1656, device='cuda:0', dtype=torch.float64)",0.2776,1
1.5574670962524415,1.7713115783691407,"tensor(0.2439, device='cuda:0', dtype=torch.float64)",0.3614,2
1.4450464079284668,1.648486940574646,"tensor(0.2990, device='cuda:0', dtype=torch.float64)",0.3935,3
1.3754392623901368,1.5656160081863404,"tensor(0.3385, device='cuda:0', dtype=torch.float64)",0.4169,4
1.3243925939941406,1.5072429864883423,"tensor(0.3720, device='cuda:0', dtype=torch.float64)",0.4376,5
1.2841987461853028,1.4629384349822998,"tensor(0.3948, device='cuda:0', dtype=torch.float64)",0.4575,6
1.2521854328918458,1.4137415334701537,"tensor(0.4168, device='cuda:0', dtype=torch.float64)",0.4746,7
1.225210630645752,1.3938443101882934,"tensor(0.4318, device='cuda:0', dtype=torch.float64)",0.4755,8
1.2037367086791992,1.3646570737838746,"tensor(0.4425, device='cuda:0', dtype=torch.float64)",0.4998,9
1.179237074279785,1.323192883491516,"tensor(0.4555, device='cuda:0', dtype=torch.float64)",0.5085,10
1.1634544242858886,1.2913318302154542,"tensor(0.4614, device='cuda:0', dtype=torch.float64)",0.5249,11
1.145648677368164,1.2839178314208985,"tensor(0.4723, device='cuda:0', dtype=torch.float64)",0.5279,12
1.1271069706726073,1.284664945602417,"tensor(0.4855, device='cuda:0', dtype=torch.float64)",0.5362,13
1.1094106202697753,1.2515269529342652,"tensor(0.4911, device='cuda:0', dtype=torch.float64)",0.5468,14
1.1043424438476563,1.2323797072410583,"tensor(0.4963, device='cuda:0', dtype=torch.float64)",0.5519,15
1.089874377746582,1.254851662826538,"tensor(0.5031, device='cuda:0', dtype=torch.float64)",0.5485,16
1.0776768765258788,1.2157822185516358,"tensor(0.5137, device='cuda:0', dtype=torch.float64)",0.5614,17
1.0705365629577637,1.1710842490196227,"tensor(0.5159, device='cuda:0', dtype=torch.float64)",0.5762,18
1.056137174911499,1.1638428438186645,"tensor(0.5202, device='cuda:0', dtype=torch.float64)",0.5875,19
1.0423465545654298,1.171795351600647,"tensor(0.5291, device='cuda:0', dtype=torch.float64)",0.579,20
1.0383388325500489,1.1870707836151122,"tensor(0.5367, device='cuda:0', dtype=torch.float64)",0.5745,21
1.0299875882720948,1.1368554874420167,"tensor(0.5423, device='cuda:0', dtype=torch.float64)",0.5896,22
1.0205991144561768,1.1308616125106812,"tensor(0.5450, device='cuda:0', dtype=torch.float64)",0.5978,23
1.012472371749878,1.139026593208313,"tensor(0.5482, device='cuda:0', dtype=torch.float64)",0.5999,24
1.0104029225921631,1.1192987648010253,"tensor(0.5526, device='cuda:0', dtype=torch.float64)",0.6023,25
0.9985649854278564,1.109254651069641,"tensor(0.5561, device='cuda:0', dtype=torch.float64)",0.6018,26
0.9921176617431641,1.0836098770141602,"tensor(0.5635, device='cuda:0', dtype=torch.float64)",0.6185,27
0.9843652671051025,1.088458972644806,"tensor(0.5646, device='cuda:0', dtype=torch.float64)",0.6174,28
0.9743705655670166,1.0736117553710938,"tensor(0.5670, device='cuda:0', dtype=torch.float64)",0.6147,29
0.9728208023834228,1.0687333292007446,"tensor(0.5681, device='cuda:0', dtype=torch.float64)",0.6252,30
0.9677227420043946,1.0697689336776735,"tensor(0.5742, device='cuda:0', dtype=torch.float64)",0.6198,31
0.9631256317138672,1.0714615831375123,"tensor(0.5770, device='cuda:0', dtype=torch.float64)",0.6191,32
0.9605998714447022,1.0716248361587524,"tensor(0.5816, device='cuda:0', dtype=torch.float64)",0.6194,33
0.9547527252960205,1.0507841747283935,"tensor(0.5818, device='cuda:0', dtype=torch.float64)",0.6328,34
0.9475878972625732,1.0447976287841796,"tensor(0.5875, device='cuda:0', dtype=torch.float64)",0.6311,35
0.9424299277496337,1.0456723278045654,"tensor(0.5894, device='cuda:0', dtype=torch.float64)",0.6261,36
0.9442575025177002,1.0290184469223023,"tensor(0.5923, device='cuda:0', dtype=torch.float64)",0.633,37
