train_loss,valid_loss,train_accuracy,valid_accuracy,epoch
1.7231094459533691,1.9680436809539794,"tensor(0.1942, device='cuda:0', dtype=torch.float64)",0.313,1
1.6047175392150879,1.8673369804382325,"tensor(0.2490, device='cuda:0', dtype=torch.float64)",0.334,2
1.5574783470153808,1.8170695636749268,"tensor(0.2629, device='cuda:0', dtype=torch.float64)",0.3481,3
1.527153471221924,1.778538689994812,"tensor(0.2796, device='cuda:0', dtype=torch.float64)",0.3568,4
1.5032502850341798,1.7504958869934082,"tensor(0.2852, device='cuda:0', dtype=torch.float64)",0.377,5
1.4824334930419922,1.724734232711792,"tensor(0.2959, device='cuda:0', dtype=torch.float64)",0.3788,6
1.4676287269592285,1.7025871002197266,"tensor(0.3055, device='cuda:0', dtype=torch.float64)",0.384,7
1.4560434635925292,1.6917122222900391,"tensor(0.3089, device='cuda:0', dtype=torch.float64)",0.3832,8
1.4414448832702638,1.6718950551986695,"tensor(0.3169, device='cuda:0', dtype=torch.float64)",0.3948,9
1.4289254942321776,1.6575193906784058,"tensor(0.3206, device='cuda:0', dtype=torch.float64)",0.3963,10
1.4198643395996093,1.6459914009094239,"tensor(0.3257, device='cuda:0', dtype=torch.float64)",0.3999,11
1.4103296223449706,1.6337354509353639,"tensor(0.3346, device='cuda:0', dtype=torch.float64)",0.4051,12
1.4066286535644532,1.627730443572998,"tensor(0.3328, device='cuda:0', dtype=torch.float64)",0.4077,13
1.3976454202270507,1.6178347980499268,"tensor(0.3348, device='cuda:0', dtype=torch.float64)",0.4133,14
1.3899282740783692,1.6054305166244507,"tensor(0.3421, device='cuda:0', dtype=torch.float64)",0.4147,15
1.3883907096862793,1.5985282199859618,"tensor(0.3458, device='cuda:0', dtype=torch.float64)",0.4191,16
1.377593861694336,1.5899675590515137,"tensor(0.3520, device='cuda:0', dtype=torch.float64)",0.4193,17
1.3723525410461426,1.5845358350753784,"tensor(0.3522, device='cuda:0', dtype=torch.float64)",0.4221,18
