train_loss,valid_loss,train_accuracy,valid_accuracy,epoch
1.5037938696289062,1.5683405536651611,"tensor(0.2851, device='cuda:0', dtype=torch.float64)",0.4251,1
1.2794922871398926,1.36984729347229,"tensor(0.4087, device='cuda:0', dtype=torch.float64)",0.4966,2
1.1922846606445312,1.3090470546722413,"tensor(0.4582, device='cuda:0', dtype=torch.float64)",0.5218,3
1.12626436126709,1.243008168697357,"tensor(0.4971, device='cuda:0', dtype=torch.float64)",0.546,4
1.0806859230804444,1.1859484983444213,"tensor(0.5167, device='cuda:0', dtype=torch.float64)",0.5801,5
1.054194285888672,1.1480061388015748,"tensor(0.5333, device='cuda:0', dtype=torch.float64)",0.5849,6
1.0245153132629394,1.1236493786811828,"tensor(0.5495, device='cuda:0', dtype=torch.float64)",0.6013,7
1.0030362567901612,1.1061207671165467,"tensor(0.5595, device='cuda:0', dtype=torch.float64)",0.6108,8
0.9949823255157471,1.0822544959068299,"tensor(0.5688, device='cuda:0', dtype=torch.float64)",0.6198,9
0.9775309792327881,1.0827360795974732,"tensor(0.5759, device='cuda:0', dtype=torch.float64)",0.6192,10
0.9619552070617676,1.0560815549850464,"tensor(0.5824, device='cuda:0', dtype=torch.float64)",0.6306,11
0.9542934482574463,1.0087062379837035,"tensor(0.5894, device='cuda:0', dtype=torch.float64)",0.648,12
0.9429689055633544,1.094229337310791,"tensor(0.5948, device='cuda:0', dtype=torch.float64)",0.6191,13
0.9354570352935792,1.0517105228424073,"tensor(0.5988, device='cuda:0', dtype=torch.float64)",0.6307,14
0.9273337724304199,1.0220945565223694,"tensor(0.6012, device='cuda:0', dtype=torch.float64)",0.644,15
0.9198332473754883,0.9898816337585449,"tensor(0.6088, device='cuda:0', dtype=torch.float64)",0.6572,16
0.9050297620391846,1.020824039363861,"tensor(0.6106, device='cuda:0', dtype=torch.float64)",0.6385,17
0.9019753090667725,1.0016448558807374,"tensor(0.6173, device='cuda:0', dtype=torch.float64)",0.653,18
0.9029336728668212,0.9845873496055603,"tensor(0.6181, device='cuda:0', dtype=torch.float64)",0.6573,19
0.8916058821105957,0.9829139755249023,"tensor(0.6193, device='cuda:0', dtype=torch.float64)",0.6593,20
0.8874925788879394,0.9579999877929688,"tensor(0.6236, device='cuda:0', dtype=torch.float64)",0.661,21
0.8808230655670166,0.9732250017166137,"tensor(0.6239, device='cuda:0', dtype=torch.float64)",0.6587,22
0.8757415869140625,0.9527781164169311,"tensor(0.6292, device='cuda:0', dtype=torch.float64)",0.668,23
0.8733063299560547,0.9698637044906616,"tensor(0.6298, device='cuda:0', dtype=torch.float64)",0.6581,24
0.8707437364196777,0.9536487041473388,"tensor(0.6321, device='cuda:0', dtype=torch.float64)",0.6725,25
0.8677638875579834,0.971420196723938,"tensor(0.6310, device='cuda:0', dtype=torch.float64)",0.6653,26
0.862708056564331,0.9568850124359131,"tensor(0.6344, device='cuda:0', dtype=torch.float64)",0.6702,27
0.8620439273834228,0.9356981840133667,"tensor(0.6352, device='cuda:0', dtype=torch.float64)",0.6741,28
0.8544380877685547,0.9406369987487793,"tensor(0.6401, device='cuda:0', dtype=torch.float64)",0.6767,29
0.85024125831604,0.9634811399459838,"tensor(0.6394, device='cuda:0', dtype=torch.float64)",0.6659,30
0.849540326461792,0.927411802482605,"tensor(0.6437, device='cuda:0', dtype=torch.float64)",0.6797,31
0.8473792024230957,0.9750913221359253,"tensor(0.6429, device='cuda:0', dtype=torch.float64)",0.6601,32
0.8494153190612793,0.9273885667800903,"tensor(0.6401, device='cuda:0', dtype=torch.float64)",0.6758,33
0.8384563193511962,0.9305876039505004,"tensor(0.6465, device='cuda:0', dtype=torch.float64)",0.68,34
0.8395723704528809,0.8992578546524048,"tensor(0.6472, device='cuda:0', dtype=torch.float64)",0.6945,35
0.8432821437835694,0.9394889616012573,"tensor(0.6442, device='cuda:0', dtype=torch.float64)",0.6755,36
0.8443544100952148,0.9199671346664429,"tensor(0.6438, device='cuda:0', dtype=torch.float64)",0.6809,37
0.8336407830047607,0.9052548442840577,"tensor(0.6502, device='cuda:0', dtype=torch.float64)",0.6901,38
0.837240143585205,0.9051015778064728,"tensor(0.6480, device='cuda:0', dtype=torch.float64)",0.6876,39
0.8321745993041992,0.8935380357265472,"tensor(0.6518, device='cuda:0', dtype=torch.float64)",0.69,40
0.8374117250061035,0.8985752197265625,"tensor(0.6497, device='cuda:0', dtype=torch.float64)",0.6841,41
0.8257558265686035,0.910034991645813,"tensor(0.6537, device='cuda:0', dtype=torch.float64)",0.6954,42
0.8287653332519531,0.9184302383422852,"tensor(0.6504, device='cuda:0', dtype=torch.float64)",0.6832,43
0.8312525220489502,0.8826778553009034,"tensor(0.6509, device='cuda:0', dtype=torch.float64)",0.6954,44
0.8289524655914307,0.9111846947669983,"tensor(0.6532, device='cuda:0', dtype=torch.float64)",0.6837,45
0.8250487349700928,0.8892280954360962,"tensor(0.6557, device='cuda:0', dtype=torch.float64)",0.6989,46
0.8261329164123535,0.8922087561607361,"tensor(0.6551, device='cuda:0', dtype=torch.float64)",0.689,47
0.821773246307373,0.9054373697280884,"tensor(0.6536, device='cuda:0', dtype=torch.float64)",0.6847,48
0.8246956728363037,0.8900296569824219,"tensor(0.6549, device='cuda:0', dtype=torch.float64)",0.6909,49
0.8202730149078369,0.8860406003952026,"tensor(0.6549, device='cuda:0', dtype=torch.float64)",0.6964,50
0.8206203897094727,0.8917938932418823,"tensor(0.6557, device='cuda:0', dtype=torch.float64)",0.6922,51
0.8113639138793945,0.888970525932312,"tensor(0.6571, device='cuda:0', dtype=torch.float64)",0.6936,52
0.8185487993621826,0.8959036478042602,"tensor(0.6567, device='cuda:0', dtype=torch.float64)",0.6844,53
0.8132904615783692,0.8782956525802612,"tensor(0.6583, device='cuda:0', dtype=torch.float64)",0.6926,54
0.8118399649047852,0.9152057710647583,"tensor(0.6584, device='cuda:0', dtype=torch.float64)",0.6851,55
0.8133217288970948,0.8725772611618042,"tensor(0.6580, device='cuda:0', dtype=torch.float64)",0.6993,56
0.8122599880218506,0.8825508315086364,"tensor(0.6607, device='cuda:0', dtype=torch.float64)",0.6912,57
0.8060231367111206,0.9052938513755798,"tensor(0.6615, device='cuda:0', dtype=torch.float64)",0.6854,58
0.8094972331237793,0.8824292553424835,"tensor(0.6603, device='cuda:0', dtype=torch.float64)",0.6946,59
0.8143507290649414,0.9026724805831909,"tensor(0.6586, device='cuda:0', dtype=torch.float64)",0.6924,60
0.8072612787628174,0.8604643018722534,"tensor(0.6620, device='cuda:0', dtype=torch.float64)",0.7,61
0.7988910589599609,0.8774466582298279,"tensor(0.6620, device='cuda:0', dtype=torch.float64)",0.692,62
0.8074857514953613,0.8898500001907349,"tensor(0.6605, device='cuda:0', dtype=torch.float64)",0.6889,63
